"","geoid2","date","month","day","year","elapsed","date_rep","cases","deaths","country","population_2019","continent","Cumulative_number_for_14_days_of_COVID.19_cases_per_100000","cases_cum","deaths_cum","deaths_cum_log","deaths_cum_l7","deaths_cum_g7","region","gov_effect","trade","ineq","gdp_pc","pop_tot","older_m","older_f","air_travel","fdi","pop_density","urban","migration_share","oil","soc_insur_cov","soc_contrib","soc_safety","pop_below14_2018","polity","gini","elf_epr","rq_polarization","count_powerless","share_powerless","media_critical","journal_harass","health_equality","property_rights","transparent_law","bureaucracy_corrupt","polar_rile","trust_people","trust_gov","electoral_pop","federal_ind","checks_veto","polariz_veto","dist_senate","dist_presid","dist_parlm","dist_anyelec","elect_pressure","pos_gov_lr","woman_leader","infections_mers","infections_sars","infections_ebola","infection","med_age_2013","vdem_libdem","al_etfra","al_religfra","fe_etfra","vdem_mecorrpt","share_health_ins","pandemic_prep","pop_den_2018","life_exp_2017","resp_disease_prev","detect_index","doctors_pc","hosp_beds_pc","literacy_rate","healthcare_qual","acc_sanitation","health_exp_pc","hdi","health_index","respond_index","state_fragility","pr","share_older","pop_tot_log","pop_density_log","distancing_bin","lockdown_bin","lockdown_n","distancing_n","days_rel_lockdown","days_rel_distancing","retail","grocery","parks","transit","work","residential","mobility_index","stringency","C1_School.closing","C2_Workplace.closing","C3_Cancel.public.events","C4_Restrictions.on.gatherings","C5_Close.public.transport","C6_Stay.at.home.requirements","C7_Restrictions.on.internal.movement","C8_International.travel.controls","H1_Public.information.campaigns","temp_mean","precip","excess_deaths_weekly","excess_deaths_source","excess_deaths_last_obs","excess_deaths_cum","excess_deaths_cum_log","deaths_cum_per_million","deaths_cum_per_million_log","excess_deaths_cum_per_million","excess_deaths_cum_per_million_log","forcats..fct_explicit_na.geoid2.","relative_start","elapsed_rel","relative_start_d","elapsed_rel_d"
"1","ABW","2020-11-22","11","21","2020","326","2020-11-22","26","0","Aruba","106310","America","126.987","4724","45","3.829","44","0.047","Latin America & Caribbean","1.058","","","","0.106","6093","8252","12.522","135642458.101","588.028","","34.762","0","","","","17.802","","","","","","","","","","","","","","","","0","","","","","","","","","","0","","","","0","","","","","","","99.2","","588.028","76.01","","","","","","","","","","","","","","13.553","-2.246","6.377","","","","","","","","","","","","","-39.8","","","","","","","","","","","","","","","","","","425.15","6.055","","","ABW","83","243","242","84"
"2","AFG","2020-11-22","11","21","2020","326","2020-11-22","154","12","Afghanistan","38041757","Asia","6.204","44519","1687","7.431","1617","0.044","South Asia","-1.457","","","1.735","37.172","445283","515559","14.359","119435105.715","56.938","10.792","1.176","0.001","","0.601","8.821","43.09","-1","31.4","0.744","0.676","1","0.015","0.865","-0.516","0.142","0.423","0.139","0.581","","","","0","-0.56","","","","","1329","1329","0.001","","0","","","","0","16.5","0.23","0.769","0.272","0.751","2.292","","32.3","56.938","64.13","3.889","44.8","29.5","50","31.7","25.9","39.2","8","0.5","21","23.6","20","0","2.585","3.616","4.042","","","","","","","","","","","","","-33.4","","","","","","","","","","","19.433","6.033","","","","","","45.383","3.837","","","AFG","74","252","98","228"
"3","AGO","2020-11-22","11","21","2020","326","2020-11-22","279","3","Angola","31825299","Africa","6.881","14413","336","5.82","317","0.057","Sub-Saharan Africa","-1.052","","39.6","5.725","30.81","304406","378459","14.232","-5732491335.28","24.713","25.233","0.427","15.754","","5.002","","46.809","-2","","0.748","0.699","4","0.62","1.508","1.383","-1.173","0.603","-0.541","0.717","","","","0","-0.62","1","0","","","895","895","0.001","","0","","","","0","16.3","0.151","0.787","0.628","0.756","1.294","0","25.2","24.713","60.379","4.413","17.9","14.4","80","66","33.4","39.4","82","0.6","10.9","21.7","16","1","2.216","3.428","3.207","","","","","","","","","","","","","-27.8","","","","","","","","","","","22","32.933","","","","","","10.906","2.477","","","AGO","95","231","175","151"
"4","AIA","2020-11-22","11","21","2020","326","2020-11-22","0","0","Anguilla","14872","America","0","3","0","0","0","","","0.83","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","27.2","162.633","","","","","","","","","","AIA","","","",""
"5","ALB","2020-11-22","11","21","2020","326","2020-11-22","737","13","Albania","2862427","Europe","296.636","32196","685","6.531","612","0.111","Europe & Central Asia","0.115","77.082","","12.316","2.866","189497","204463","12.622","1204383363.605","104.612","","1.989","1.366","36.255","21.387","19.082","17.673","9","38.4","0.314","0.533","2","0.1","-0.664","0.415","1.265","0.737","2.143","0.655","","","","0","0.209","3","0","","","471","471","0.002","","0","","","","0","32.9","0.43","0.22","0.472","0.097","2.168","23.6","52.9","104.612","78.333","2.863","74.3","128.6","290","97.2","75.4","97.7","314","0.8","35.9","52","1","1","13.744","1.053","4.65","","","","","","","","","","","","","","","","","","","","","","","","19.233","41.767","","","","","","238.978","5.481","","","ALB","70","256","88","238"
"6","AND","2020-11-22","11","21","2020","326","2020-11-22","65","0","Andorra","76177","Europe","1165.706","6207","76","4.344","75","0.013","Europe & Central Asia","1.945","","","","0.077","","","","","163.843","","59.714","","","","","","","30.686","","","","","","","","","","","","20.662","","0","","","","","","1122","1122","0.001","","0","","","","0","","","0.714","0.233","","","","30.5","163.843","","4.197","14.2","369","250","100","94.7","100","2446","0.9","9.2","30.5","","","","-2.564","5.099","","","","","","","","","","","","","","","","","","","","","","","","15.1","110.167","","","","","","986.936","6.896","","","AND","76","250","91","235"
"7","ARE","2020-11-22","11","21","2020","326","2020-11-22","1262","1","United Arab Emirates","9770526","Asia","171.465","157785","548","6.308","528","0.036","Middle East & North Africa","1.431","161.84","","66.616","9.631","68980","35562","18.375","10385286000","135.609","59.972","88.404","13.131","","6.81","","14.604","-8","","0.211","0.422","0","0","-2.861","-1.882","1.815","0.376","1.888","0.124","","","","0","-0.498","1","0","","","","2000","0","","0","87","","","0","30","0.097","0.625","0.331","0.737","0.348","100","46.7","135.609","77.647","3.288","31.6","155.8","120","90","70.3","100","1845","0.9","22.9","49.7","5","","1.085","2.265","4.91","","","","","","","","","","","","","-50.2","","","","","","","","","","","32.767","0.8","","","","","","56.9","4.059","","","ARE","52","274","95","231"
"8","ARG","2020-11-22","11","21","2020","326","2020-11-22","7143","112","Argentina","44780675","America","288.81","1366169","36902","10.516","35307","0.05","Latin America & Caribbean","0.026","30.7","29.9","18.288","44.495","2021288","2925564","16.71","11872856662.765","16.259","43.008","4.805","0.736","30.591","35.072","19.762","24.761","9","38.325","0.059","0.115","1","0.015","2.067","1.649","0.991","0.824","0.291","0.367","","18.619","22.601","0","0.738","4","2","599","1325","599","599","0.002","","0","","","","0","31.1","0.67","0.255","0.224","0.255","2.955","96.8","58.6","16.259","76.372","3.433","74.9","390.7","500","99.1","68.1","94.8","1140","0.8","54.9","50.6","3","1","11.118","3.795","2.789","","","","","","","","","","","","","-56","","","","","","","","","","","12.9","38.367","","","","","","829.361","6.722","","","ARG","68","258","86","240"
"9","ARM","2020-11-22","11","21","2020","326","2020-11-22","1385","21","Armenia","2957728","Europe","669.433","126224","1952","7.577","1763","0.111","Europe & Central Asia","-0.024","91.289","29.2","9.178","2.952","130888","201290","","254146163.557","103.68","36.599","6.336","0","54.751","0.726","28.396","20.633","7","36.737","0.041","0.081","2","0.014","1.422","1.127","1.742","0.894","1.448","0.227","","10.018","41.076","0","0.209","2","0","","1817","","1817","0.001","","0","","","","0","32.7","0.233","0.127","0.458","0.134","1.774","100","50.2","103.68","74.797","2.892","60.8","280.3","420","99.7","70.7","91.6","144","0.8","25.7","55.5","6","1","11.253","1.082","4.641","","","","","","","","","","","","","","","","","","","","","","","","16.167","34.1","","","","","","661.297","6.496","","","ARM","73","253","99","227"
"10","ATG","2020-11-22","11","21","2020","326","2020-11-22","0","0","Antigua & Barbuda","97115","America","8.238","139","4","1.609","4","0","Latin America & Caribbean","-0.006","","","23.841","0.096","3904","4570","13.271","135127898.77","218.832","","30.586","0","","","","22.081","","","","","","","","","","","","","","","","0","","","","","","1115","1115","0.001","","0","","","","0","30.5","","0.164","0.684","","","51.1","29","218.832","76.752","3.271","19.1","15.8","380","99","69.8","87.5","591","0.8","7.4","21.7","","","8.801","-2.34","5.388","","","","","","","","","","","","","-42","","","","","","","","","","","27.5","243.2","","","","","","41.543","3.751","","","ATG","94","232","",""
"11","AUS","2020-11-22","11","21","2020","326","2020-11-22","18","0","Australia","25203200","Oceania","0.615","27807","907","6.811","907","0","East Asia & Pacific","1.596","43.192","","45.378","24.983","1837298","2074185","18.142","60337583596.541","3.249","60.868","28.218","0.212","","","","19.191","10","32.471","0.282","0.495","1","0.02","1.048","1.049","1.383","0.898","2.861","0.041","46.506","54.434","31.768","0","0.514","6","2","811","","811","811","0.001","7.031","0","","6","","0","37.2","0.835","0.093","0.821","0.149","3.814","100","75.5","3.249","82.498","3.883","97.3","349.6","380","99.9","95.9","100","3094","0.9","63.5","65.9","2","1","15.657","3.218","1.178","","","","","","","","","","","","","-28.8","","","","","","","","","","","19.967","18.9","","","","","","36.305","3.619","","","AUS","32","294","85","241"
"12","AUT","2020-11-22","11","21","2020","326","2020-11-22","6239","58","Austria","8858775","Europe","1065.689","240909","2155","7.676","1629","0.332","Europe & Central Asia","1.453","107.79","","46.26","8.841","726772","953036","16.375","4220346205.723","107.207","21.482","17.466","0.032","","33.536","","14.298","10","27.75","0.131","0.258","1","0.006","2.16","1.708","2.803","0.78","2.06","0.045","47.851","","","0","0.738","4","2","","774","1664","774","0.001","5.398","1","2","","","0","42.7","0.757","0.107","0.415","0.126","3.722","99.3","58.5","107.207","81.641","4.173","73.2","523","760","99.9","93.9","100","3840","0.9","46.6","42.3","0","1","19.001","2.179","4.675","","","","","","","","","","","","","-22.2","","","","","","","","","","","14.3","104.667","","","","","","243.764","5.5","","","AUT","60","266","82","244"
"13","AZE","2020-11-22","11","21","2020","326","2020-11-22","2735","28","Azerbaijan","10047719","Europe","260.258","89898","1107","7.01","946","0.164","Europe & Central Asia","-0.1","92.011","","16.011","9.94","256084","359716","14.639","1402998000","120.265","22.99","2.709","17.868","50.612","8.454","26.915","23.37","-7","","0.152","0.278","2","0.033","-0.764","-0.599","-1.404","0.508","-0.974","0.905","","16.168","81.337","0","0.687","1","0","","1857","255","255","0.004","","0","","","","0","29.7","0.06","0.205","0.49","0.188","0.694","2.9","34.2","120.265","72.693","2.077","45","340.2","470","99.8","65.6","89.3","238","0.8","17.9","25.5","10","0","6.195","2.297","4.79","","","","","","","","","","","","","","","","","","","","","","","","20.1","22.533","","","","","","111.37","4.722","","","AZE","70","256","101","225"
"14","BDI","2020-11-22","11","21","2020","326","2020-11-22","7","0","Burundi","11530577","Africa","0.382","656","1","0.693","1","0","Sub-Saharan Africa","-1.42","38.265","","0.66","11.175","110024","141082","","983747.125","435.178","","2.566","0","","","","45.502","-1","38.65","0.258","0.501","0","0","-1.471","-2.441","-0.139","0.268","-2.408","0.946","","55.569","","0","0.37","","0","70","70","70","70","0.014","","0","","","","0","17.6","0.052","0.295","0.516","0.328","1.664","28.4","22.8","435.178","60.898","2.431","11.4","2.6","80","61.6","27.4","50.5","15","0.4","8.9","28.4","21","1","2.247","2.414","6.076","","","","","","","","","","","","","","","","","","","","","","","","20.9","47.2","","","","","","0.089","0.086","","","BDI","113","213","",""
"15","BEL","2020-11-22","11","21","2020","326","2020-11-22","2","12","Belgium","11455519","Europe","488.743","556808","15522","9.65","14552","0.079","Europe & Central Asia","1.172","165.315","","43.582","11.433","938426","1209716","16.428","-62826327313.984","377.215","26.98","12.284","0","","36.062","","17.055","8","25.25","0.492","0.955","1","0.01","2.492","2.237","2.472","0.9","2.583","0.045","","","","0","0.738","4","","1603","","1542","1542","0.001","6.498","1","","","","0","41.6","0.792","0.555","0.213","0.567","3.88","99","61","377.215","81.439","4.279","62.5","301.1","620","99.9","92.9","99.5","3926","0.9","60.5","47.3","2","1","18.789","2.437","5.933","","","","","","","","","","","","","-31.8","","","","","","","","","","","16","53.267","","","","","","1357.619","7.214","","","BEL","60","266","74","252"
"16","BEN","2020-11-22","11","21","2020","326","2020-11-22","0","0","Benin","11801151","Africa","1.449","2916","43","3.784","43","0","Sub-Saharan Africa","-0.566","79.574","","2.152","11.485","158294","215381","","207510854.998","101.854","","2.256","0.133","","","","42.448","7","45.867","0.778","0.668","0","0","-0.283","0.537","-0.143","0.878","0.063","0.385","","31.991","","0","0.741","3","","","360","1145","360","0.003","","0","","","","0","18.4","0.605","0.787","0.554","0.622","2.24","9","28.8","101.854","61.174","2.791","24.2","15.3","50","32.9","30.8","13.9","17","0.5","5.6","34.1","10","1","3.254","2.441","4.624","","","","","","","","","","","","","-9","","","","","","","","","","","26.767","187.567","","","","","","3.744","1.557","","","BEN","92","234","170","156"
"17","BES","2020-11-22","11","21","2020","326","2020-11-22","0","0","Caribbean Netherlands","25983","America","15.395","158","3","1.386","3","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","BES","198","128","",""
"18","BFA","2020-11-22","11","21","2020","326","2020-11-22","17","0","Burkina Faso","20321383","Africa","0.679","2703","68","4.234","68","0","Sub-Saharan Africa","-0.578","68.03","","1.761","19.752","186791","288625","11.929","480001741.859","72.191","12.816","3.892","0","2.186","","2.287","44.948","6","42.6","0.442","0.884","0","0","1.252","1.425","-0.76","0.63","2.753","0.449","","32.13","","0","","3","0","","256","256","256","0.004","","0","","","","0","17.1","0.541","0.738","0.58","0.704","2.67","1","30.1","72.191","60.768","3.106","33.3","4.7","40","34.6","30.1","22.5","46","0.4","5.6","38","16","1","2.407","2.983","4.279","","","","","","","","","","","","","-13.8","","","","","","","","","","","27.967","164.633","","","","","","3.443","1.491","","","BFA","76","250","90","236"
"19","BGD","2020-11-22","11","21","2020","326","2020-11-22","1847","28","Bangladesh","163046173","Asia","16.263","445281","6350","8.756","6173","0.026","South Asia","-0.748","38.245","","3.879","161.356","4204605","4118771","15.605","2940222419.732","1239.579","15.118","0.884","0.017","1.499","","13.092","27.706","-6","35.114","0.189","0.373","0","0","1.53","-1.13","-2.096","0.75","-0.758","0.891","","","","0","-0.997","3","0","","","1389","1389","0.001","","1","","","","0","25.1","0.144","0.045","0.209","0.223","2.838","1.4","35","1239.579","72.052","3.894","50.9","47.2","80","72.9","47.6","46.9","16","0.6","14.7","23.1","11","0","5.158","5.084","7.123","","","","","","","","","","","","","-50.4","","","","","","","","","","","27.533","203.6","","","","","","39.354","3.698","","","BGD","78","248","97","229"
"20","BGR","2020-11-22","11","21","2020","326","2020-11-22","2279","42","Bulgaria","7000039","Europe","660.168","120697","2820","7.945","2091","0.352","Europe & Central Asia","0.272","131.251","","19.321","7.025","595668","881156","13.838","1222580000","64.704","18.115","1.428","0.008","","25.539","","14.595","9","33.913","0.298","0.515","2","0.15","0.523","0.768","1.165","0.861","0.207","0.666","0.825","19.439","","1","0.242","5","","","605","430","430","0.002","7.71","0","","","","0","43","0.633","0.402","0.597","0.299","2.416","87","45.6","64.704","74.812","2.741","53.3","399.9","680","98.4","77.2","86","798","0.8","41","21.7","2","1","21.022","1.949","4.17","","","","","","","","","","","","","-22.4","","","","","","","","","","","18.8","19.633","","","","","","401.421","5.997","","","BGR","72","254","92","234"
"21","BHR","2020-11-22","11","21","2020","326","2020-11-22","124","0","Bahrain","1641164","Asia","141.79","85591","338","5.826","333","0.018","Middle East & North Africa","0.18","151.593","","41.973","1.569","20433","17635","15.587","111170212.766","2017.274","","51.127","2.012","","","","19.254","-10","48","0.605","0.895","0","0","-1.704","-1.537","1.12","0.68","-0.919","0.521","","33.5","","0","-0.78","","","","","994","994","0.001","","0","1","","","0","30.1","0.036","0.502","0.553","0.551","0.494","100","39.4","2017.274","77.032","3.345","45.8","92.2","200","94.9","72","100","1145","0.8","27.7","43.2","9","0","2.426","0.451","7.61","","","","","","","","","","","","","-29.6","","","","","","","","","","","35","0","","","","","","215.364","5.377","","","BHR","56","270","134","192"
"22","BHS","2020-11-22","11","21","2020","326","2020-11-22","28","0","Bahamas","389486","America","115.023","7395","163","5.1","155","0.052","Latin America & Caribbean","0.539","77.35","","28.472","0.386","12222","15764","13.995","491404689.23","38.525","","15.284","0","","","","22.485","","44.075","0.265","0.48","0","0","","","","","","","","","","0","-0.875","4","0","","","780","780","0.001","","0","","","","0","31.8","","0.423","0.681","","","100","30.6","38.525","73.554","3.336","21.8","226.3","290","99.9","66.4","92","716","0.8","7.9","30.9","","0","7.257","-0.953","3.651","","","","","","","","","","","","","-40.6","","","","","","","","","","","28.3","132.467","","","","","","422.674","6.049","","","BHS","88","238","114","212"
"23","BIH","2020-11-22","11","21","2020","326","2020-11-22","1315","40","Bosnia & Herzegovina","3300998","Europe","548.228","79309","2249","7.719","1857","0.222","Europe & Central Asia","-0.619","96.368","","12.712","3.324","232358","315115","","488903026.034","64.92","","0.913","0","40.163","38.625","17.417","14.766","","39.333","0.63","0.847","0","0","0.958","0.59","1.091","0.82","1.093","0.792","","","","0","0.516","3","","","","964","964","0.001","","0","","","","0","39.5","0.373","0.63","0.685","0.681","2.922","59.2","42.8","64.92","77.128","2.812","41.7","188.6","350","97","72.2","94.8","795","0.8","38.3","51.8","4","1","16.471","1.201","4.173","","","","","","","","","","","","","-18.6","","","","","","","","","","","18.267","53.1","","","","","","676.609","6.519","","","BIH","75","251","91","235"
"24","BLR","2020-11-22","11","21","2020","326","2020-11-22","1588","8","Belarus","9452409","Europe","181.456","122435","1089","6.994","1039","0.046","Europe & Central Asia","-0.301","139.343","21.4","17.742","9.483","458688","949159","14.831","1426500000","46.729","21.134","11.404","0.515","49.988","31.575","54.081","16.866","-7","23.675","0.37","0.611","0","0","-0.782","-0.578","1.923","0.661","-0.916","0.281","","32.807","56.058","1","-0.627","3","","1359","214","1359","214","0.005","","0","","","","0","39.3","0.109","0.322","0.612","0.372","0.358","100","35.3","46.729","74.129","3.137","28.9","407","1100","99.6","79","94.3","707","0.8","40.6","46.6","5","0","14.845","2.25","3.844","","","","","","","","","","","","","-8.4","","","","","","","","","","","14.533","45.467","","","","","","114.831","4.752","","","BLR","71","255","97","229"
"25","BLZ","2020-11-22","11","21","2020","326","2020-11-22","54","5","Belize","390351","America","264.89","5110","112","4.727","88","0.259","Latin America & Caribbean","-0.594","115.71","","7.674","0.383","9299","8842","14.076","119541646.955","16.794","","14.991","0.566","","0.057","","30.28","","","0.635","0.791","2","0.174","","","","","","","","","","0","-1.029","3","0","","","264","264","0.004","","0","","","","0","23","","0.702","0.581","","","25","31.8","16.794","74.365","3.496","30.4","82.8","130","94.2","55.7","87.2","359","0.7","9.7","25.5","","0","4.736","-0.96","2.821","","","","","","","","","","","","","-42.4","","","","","","","","","","","27.033","291.6","","","","","","292.374","5.681","","","BLZ","101","225","237","89"
"26","BMU","2020-11-22","11","21","2020","326","2020-11-22","0","0","Bermuda","62508","America","28.796","227","9","2.303","9","0","North America","1.388","","","","0.064","","","","95689121.5","1184.593","","30.846","","","","","","","","","","","","","","","","","","","","","0","","","","","","859","859","0.001","","0","","","","0","","","","","","","","","1184.593","81.442","3.095","","","","","","","","","","","","","","-2.749","7.077","","","","","","","","","","","","","","","","","","","","","","","","25.767","95.533","","","","","","140.684","4.954","","","BMU","86","240","",""
"27","BOL","2020-11-22","11","21","2020","326","2020-11-22","167","15","Bolivia","11513102","America","12.985","143922","8904","9.094","8841","0.006","Latin America & Caribbean","-0.322","57.11","30.4","6.986","11.353","377907","438604","15.232","255082885.985","10.48","41.336","1.333","1.32","7.771","","76.88","31.074","7","43.587","0.672","0.853","1","0.03","0.269","0.082","-0.709","0.648","0.642","0.465","","15.713","33.474","0","0.061","2","0","53","53","53","53","0.019","","1","","","","0","22.4","0.42","0.74","0.208","0.743","3.18","42.7","35.8","10.48","70.945","3.445","33.1","47.3","110","92.5","48.8","52.6","326","0.7","14.9","29.2","11","1","7.192","2.429","2.349","","","","","","","","","","","","","-72.2","","","","","","","","","","","21.433","62.633","","","","","","784.276","6.666","","","BOL","73","253","94","232"
"28","BRA","2020-11-22","11","21","2020","326","2020-11-22","32622","376","Brazil","211049519","America","189.162","6052786","168989","12.038","165658","0.024","Latin America & Caribbean","-0.447","29.082","42.5","14.283","209.469","8051645","10639033","18.442","78162572752.95","25.062","41.946","0.343","1.25","30.535","34.843","23.716","21.334","8","45.85","0.515","0.984","2","0.511","1.231","0.294","-0.248","0.803","-0.183","0.309","143.473","4.114","7.215","1","0.763","4","1","935","935","935","935","0.001","","0","","","","0","30.3","0.714","0.541","0.605","0.549","2.611","100","59.7","25.062","75.456","3.271","82.4","185.2","220","92","63.8","86.1","591","0.8","45","67.1","6","1","8.923","5.345","3.221","","","","","","","","","","","","","-33.6","","","","","","","","","","","26.033","86.433","","","","","","806.748","6.694","","","BRA","66","260","80","246"
"29","BRB","2020-11-22","11","21","2020","326","2020-11-22","2","0","Barbados","287021","America","4.529","255","7","2.079","7","0","Latin America & Caribbean","0.427","82.88","","16.464","0.287","19933","25362","","195096000","666.607","","12.13","0.055","","0.022","","17.343","","46.5","0","0","0","0","2.279","2.687","2.263","0.804","1.721","0.099","","","","0","-0.875","4","0","","","1176","1176","0.001","","1","","","","0","36.9","0.661","0.142","0.693","","3.675","100","31.9","666.607","78.981","3.179","19.1","181.1","580","99.6","70.8","96.5","607","0.8","8.5","27.2","","0","15.802","-1.25","6.502","","","","","","","","","","","","","-52.2","","","","","","","","","","","27.067","265.5","","","","","","24.421","3.236","","","BRB","81","245","",""
"30","BRN","2020-11-22","11","21","2020","326","2020-11-22","0","0","Brunei","433296","Asia","0","148","3","1.386","3","0","East Asia & Pacific","1.253","93.896","","71.802","0.429","10167","10735","14.026","511497137.754","81.397","","24.276","8.837","","","","23.026","","","0.618","0.751","0","0","","","","","","","","","","0","","1","0","","","","2000","0","","0","","","","0","30.5","","0.542","0.44","","","100","32.6","81.397","75.585","4.146","30.5","174.6","270","96.1","76.4","96.3","1720","0.9","24.2","33.4","","","4.873","-0.846","4.399","","","","","","","","","","","","","","","","","","","","","","","","27.767","209.633","","","","","","6.994","2.079","","","BRN","71","255","",""
"31","BTN","2020-11-22","11","21","2020","326","2020-11-22","1","0","Bhutan","763094","Asia","2.621","379","0","0","0","","South Asia","0.359","86.712","","9.208","0.754","24889","20399","12.528","2649712.662","19.778","","6.596","0","0.712","-0.188","2.252","25.771","7","40.55","0.72","0.768","1","0.4","0.866","1.943","1.769","0.77","1.938","0.151","","","","0","-0.378","1","0","1145","","1329","1145","0.001","","0","","","","0","25.8","0.478","0.605","0.379","0.605","3.567","90","40.3","19.778","71.129","3.253","42.8","38.1","170","57","47.3","62.9","217","0.6","27.9","42","6","0","6.003","-0.282","2.985","","","","","","","","","","","","","","","","","","","","","","","","11.9","148.733","","","","","","0","0","","","BTN","132","194","",""
"32","BWA","2020-11-22","11","21","2020","326","2020-11-22","0","0","Botswana","2303703","Africa","76.355","9594","31","3.466","27","0.148","Sub-Saharan Africa","0.333","77.121","","16.518","2.254","38614","56616","12.443","228718290.832","3.977","","7.1","0","","","","34.113","8","58.05","0.606","0.773","7","0.088","0.359","0.786","0.644","0.783","2.272","0.238","","10.969","","0","-0.134","2","0","","","1687","1687","0.001","","0","","","","0","22.5","0.619","0.41","0.599","0.351","3.173","","31.1","3.977","68.812","3.352","28.2","38.4","180","87.7","51.5","60","521","0.7","13.3","23.9","3","0","4.225","0.813","1.381","","","","","","","","","","","","","-50.6","","","","","","","","","","","21.7","6.033","","","","","","13.753","2.691","","","BWA","100","226","254","72"
"33","CAF","2020-11-22","11","21","2020","326","2020-11-22","0","0","Central African Republic","4745179","Africa","0.674","4911","63","4.159","63","0.016","Sub-Saharan Africa","-1.72","65.864","","0.763","4.666","52386","79480","","17994743.843","7.49","","1.665","0","","1.091","","44.294","6","","0.641","0.827","0","0","2.424","0.123","-1.976","0.391","-0.684","0.781","","","","0","-0.997","3","","","","291","291","0.003","","0","","","","0","19.7","0.221","0.83","0.792","0.791","3.043","6","27.3","7.49","52.24","4.919","17.7","4.7","100","36.8","18.6","25.1","4","0.4","12.8","46.6","23","0","2.826","1.54","2.014","","","","","","","","","","","","","","","","","","","","","","","","24.5","185.3","","","","","","13.501","2.674","","","CAF","99","227","167","159"
"34","CAN","2020-11-22","11","21","2020","326","2020-11-22","4992","72","Canada","37411038","America","175.499","325711","11406","9.342","10891","0.047","North America","1.716","66.224","","44.078","37.058","2927422","3458504","18.308","46542783393.979","4.075","45.933","21.802","0.894","","21.619","","15.87","10","30.75","0.578","0.806","1","0.043","2.115","3.004","2.218","0.866","2.306","0.034","51.245","41.111","","0","0.763","4","0","","","1314","1314","0.001","5.055","0","","251","","1","40.1","0.785","0.712","0.696","0.596","3.821","100","75.3","4.075","82.249","4.229","96.4","253.9","270","99.9","93.8","98.5","3465","0.9","67.7","60.7","0","0","17.232","3.612","1.405","","","","","","","","","","","","","-27.4","","","","","","","","","","","3.867","54.767","","","","","","307.79","5.733","","","CAN","55","271","79","247"
"35","CHE","2020-11-22","11","21","2020","326","2020-11-22","0","0","Switzerland","8544527","Europe","916.645","289483","3567","8.18","2956","0.207","Europe & Central Asia","2.04","120.033","","59.317","8.513","712120","873315","17.178","-67677224099.78","215.521","16.095","29.387","0","","36.699","","14.911","10","28.637","0.541","0.785","0","0","2.454","3.063","2.345","0.877","2.752","0.02","110.551","49.429","","0","0.763","3","","1329","","1329","1329","0.001","5.226","0","","1","","0","42","0.838","0.531","0.608","0.575","3.708","100","67","215.521","83.602","4.203","59.1","424.8","470","99.9","95.6","99.9","4939","0.9","62.5","79.3","1","1","18.623","2.142","5.373","","","","","","","","","","","","","-14.6","","","","","","","","","","","12.967","100.567","","","","","","418.995","6.04","","","CHE","59","267","74","252"
"36","CHL","2020-11-22","11","21","2020","326","2020-11-22","1558","27","Chile","18952035","America","101.129","539143","15030","9.618","14777","0.018","Latin America & Caribbean","1.084","57.531","","22.874","18.729","926711","1232749","16.787","6082221197.635","25.189","35.668","2.616","0.013","44.913","6.631","71.562","19.754","10","44.862","0.166","0.32","2","0.09","0.667","1.688","0.716","0.874","2.033","0.071","33.184","13.96","39.712","0","-0.378","2","0","629","618","629","618","0.002","","0","","","","0","33.1","0.807","0.186","0.384","0.497","3.821","93.1","58.3","25.189","79.909","3.341","72.7","103.3","220","96.9","77.9","99.9","1171","0.8","39.3","60.2","3","0","11.53","2.93","3.226","","","","","","","","","","","","","-47.2","","","","","","","","","","","6.967","54.533","","","","","","802.492","6.689","","","CHL","68","258","91","235"
"37","CHN","2020-11-22","11","21","2020","326","2020-11-22","16","0","China","1433783692","Asia","0.013","91720","4739","8.464","4739","0","East Asia & Pacific","0.477","38.246","","16.182","1392.73","71497278","80601282","20.231","203492014029.265","148.349","27.888","0.071","0.335","35.58","31.269","43.813","17.877","-7","41.8","0.16","0.284","34","0.071","-1.966","-1.538","-0.612","0.442","-0.463","0.536","","62.694","91.845","0","1.512","1","0","","","","","","","0","1","5327","","1","37.4","0.058","0.154","0.664","0.154","0.418","96.9","48.2","148.349","76.47","3.087","48.5","181.2","420","95.1","77.9","75","442","0.8","45.7","48.6","7","","10.921","7.239","5","","","","","","","","","","","","","","","","","","","","","","","","14.3","73.967","","","","","","3.403","1.482","","","CHN","-1","327","21","305"
